Classement,Titre,Artiste,Image,Avis,Site,Region
7,on the positive,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
8,levitating ,dua lipa,"https://images-na.ssl-images-amazon.com/images/i/91cp7krg1zl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
9,anyone,justin bieber,"https://images-na.ssl-images-amazon.com/images/i/8153livvazl._ac_ul600_sr600,400_.jpg",4.9,amazon_com,monde
10,reputation,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
11,principles,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
12,taboo,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
13,talk about life,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
14,fake woke,tom macdonald,"https://images-na.ssl-images-amazon.com/images/i/81ww-mh8qul._ac_ul600_sr600,400_.jpg",4.9,amazon_com,monde
15,beggin' ,måneskin,"https://images-na.ssl-images-amazon.com/images/i/81nbybgenal._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
16,starting over,chris stapl&on,"https://images-na.ssl-images-amazon.com/images/i/51ezmxpy46l._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
17,film out,bts,"https://images-na.ssl-images-amazon.com/images/i/81hid8zx1tl._ac_ul600_sr600,400_.jpg",5.0,amazon_com,monde
18,go rest high on that mountain,vince gill,"https://images-na.ssl-images-amazon.com/images/i/71hqaobikyl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
19,shallow,lady gaga & bradley cooper,"https://images-na.ssl-images-amazon.com/images/i/813540bvryl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
20,perfect,ed sheeran,"https://images-na.ssl-images-amazon.com/images/i/b1tlpsy5bks._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
21,fancy like,walker hayes,"https://images-na.ssl-images-amazon.com/images/i/71naikrefql._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
22,my universe,coldplay & bts,"https://images-na.ssl-images-amazon.com/images/i/a1tqig59aul._ac_ul600_sr600,400_.jpg",4.9,amazon_com,monde
23,don't stop believin',journey,"https://images-na.ssl-images-amazon.com/images/i/71878xwtohl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
24,thunder,imagine dragons,"https://images-na.ssl-images-amazon.com/images/i/71u0sn3o+ql._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
25,the sound of silence,disturbed,"https://images-na.ssl-images-amazon.com/images/i/81fc381l9hl._ac_ul600_sr600,400_.jpg",4.9,amazon_com,monde
26,the path to the dream,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
27,to the exit,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
28,who are you,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
29,blinding lights,the weeknd,"https://images-na.ssl-images-amazon.com/images/i/81uq-u7llnl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
30,to sleep calmly,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
31,the reddest rose,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/915hfjuuazl._ac_ul300_sr300,200_.jpg",nan,amazon_com,monde
32,fast  ,sawe&ie,"https://images-na.ssl-images-amazon.com/images/i/81f7iqqgbps._ac_ul300_sr300,200_.jpg",4.6,amazon_com,monde
33,bad habits,ed sheeran,"https://images-na.ssl-images-amazon.com/images/i/a1nizejckul._ac_ul300_sr300,200_.jpg",4.9,amazon_com,monde
34,levitating ,dua lipa,"https://images-na.ssl-images-amazon.com/images/i/a14h0zibp3l._ac_ul300_sr300,200_.jpg",4.8,amazon_com,monde
35,a thousand years,christina perri,"https://images-na.ssl-images-amazon.com/images/i/81weddhvffl._ac_ul300_sr300,200_.jpg",4.8,amazon_com,monde
36,create a legacy,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul300_sr300,200_.jpg",nan,amazon_com,monde
37,act in good faith,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul300_sr300,200_.jpg",nan,amazon_com,monde
38,backstab,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul300_sr300,200_.jpg",nan,amazon_com,monde
39,bad guy,billie eilish,"https://images-na.ssl-images-amazon.com/images/i/61e23dfeobl._ac_ul300_sr300,200_.jpg",4.7,amazon_com,monde
40,count on me,bruno mars,"https://images-na.ssl-images-amazon.com/images/i/717fvmjijcl._ac_ul300_sr300,200_.jpg",4.8,amazon_com,monde
41,eye of the tiger,survivor,"https://images-na.ssl-images-amazon.com/images/i/81adtxm0hol._ac_ul300_sr300,200_.jpg",4.7,amazon_com,monde
42,ancient,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/71qygbke2wl._ac_ul300_sr300,200_.jpg",nan,amazon_com,monde
43,the nightmare,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/915hfjuuazl._ac_ul300_sr300,200_.jpg",nan,amazon_com,monde
44,nor moon nor sun,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/915hfjuuazl._ac_ul300_sr300,200_.jpg",nan,amazon_com,monde
45,splendour and shame,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/915hfjuuazl._ac_ul300_sr300,200_.jpg",nan,amazon_com,monde
46,devotion,alina smolina,"https://images-na.ssl-images-amazon.com/images/i/916abd5-x9l._ac_ul300_sr300,200_.jpg",nan,amazon_com,monde
47,the ice was all around,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/915hfjuuazl._ac_ul300_sr300,200_.jpg",nan,amazon_com,monde
48,down into the sea,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/71qygbke2wl._ac_ul300_sr300,200_.jpg",nan,amazon_com,monde
49,can’t hear,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/71qygbke2wl._ac_ul300_sr300,200_.jpg",nan,amazon_com,monde
51,bigger than the moon,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/71qygbke2wl._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
52,fruitless desire,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/71qygbke2wl._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
53,manna from heaven,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/915hfjuuazl._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
54,lake water,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/915hfjuuazl._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
55,at midnight,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/71qygbke2wl._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
56,all burns,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/71qygbke2wl._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
57,a blessèd ghost,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/71qygbke2wl._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
58,a weary time,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/71qygbke2wl._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
59,under the water,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/71qygbke2wl._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
60,ghost,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/915hfjuuazl._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
61,knee to knee,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/915hfjuuazl._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
62,go to the fire,t&iana ruzhynska,"https://images-na.ssl-images-amazon.com/images/i/915hfjuuazl._ac_ul600_sr600,400_.jpg",nan,amazon_com,monde
63,"take me home, country roads",john denver,"https://images-na.ssl-images-amazon.com/images/i/71m5zzuejjl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
64,all i want for christmas is you,mariah carey,"https://images-na.ssl-images-amazon.com/images/i/61u9-oerlvl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
65,good as hell ,lizzo,"https://images-na.ssl-images-amazon.com/images/i/81vehrizarl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
66,industry baby ,lil nas & & jack harlow,"https://images-na.ssl-images-amazon.com/images/i/81uj3ntuuhl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
67,let's go brandon,bryson gray (& tyson james and chandler crump),"https://images-na.ssl-images-amazon.com/images/i/81sttaoe5el._ac_ul600_sr600,400_.jpg",4.9,amazon_com,monde
68,don't start now,dua lipa,"https://images-na.ssl-images-amazon.com/images/i/a1zqu-zqnpl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
69,good riddance ,green day,"https://images-na.ssl-images-amazon.com/images/i/71dbwwtwgkl._ac_ul600_sr600,400_.jpg",4.6,amazon_com,monde
70,thunderstruck,ac/dc,"https://images-na.ssl-images-amazon.com/images/i/71ahhf8-yxl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
71,celebration,kool and the gang,"https://images-na.ssl-images-amazon.com/images/i/718lvjrn2dl._ac_ul600_sr600,400_.jpg",4.7,amazon_com,monde
72,jealous of the angels,donna taggart,"https://images-na.ssl-images-amazon.com/images/i/715q1sfjunl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
73,when i get where i'm going,brad paisley & dolly parton,"https://images-na.ssl-images-amazon.com/images/i/71+fhtixoul._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
74,blinding lights,the weeknd,"https://images-na.ssl-images-amazon.com/images/i/71g5aahcrel._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
75,hold on,justin bieber,"https://images-na.ssl-images-amazon.com/images/i/81mp3aopvxl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
76,adore you,harry styles,"https://images-na.ssl-images-amazon.com/images/i/61uplhj4npl._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
77,i hope you dance,lee ann womack,"https://images-na.ssl-images-amazon.com/images/i/71sjh7b0x8l._ac_ul600_sr600,400_.jpg",4.8,amazon_com,monde
78,brainwashed,tom macdonald,"https://images-na.ssl-images-amazon.com/images/i/81yyjvldvgl._ac_ul600_sr600,400_.jpg",4.9,amazon_com,monde
79,christmas tree,v,"https://images-na.ssl-images-amazon.com/images/i/91eig9esv8l._ac_ul600_sr600,400_.jpg",5.0,amazon_com,monde
80,old town road ,lil nas & & billy ray cyrus,"https://images-na.ssl-images-amazon.com/images/i/71q+esnubhl._ac_ul600_sr600,400_.jpg",4.7,amazon_com,monde
81,thriller,michael jackson,"https://images-na.ssl-images-amazon.com/images/i/81joimtwfhl._ac_ul300_sr300,200_.jpg",4.8,amazon_com,monde
82,you all over me   ,taylor swift & maren morris,"https://images-na.ssl-images-amazon.com/images/i/71bazylb0cl._ac_ul300_sr300,200_.jpg",4.9,amazon_com,monde
83,patience  ,ksi,"https://images-na.ssl-images-amazon.com/images/i/81hso9k+nwl._ac_ul300_sr300,200_.jpg",3.9,amazon_com,monde
84,patience  ,ksi,"https://images-na.ssl-images-amazon.com/images/i/81hso9k+nwl._ac_ul300_sr300,200_.jpg",3.9,amazon_com,monde
85,thunderstruck,ac/dc,"https://images-na.ssl-images-amazon.com/images/i/71leobp2z0l._ac_ul300_sr300,200_.jpg",4.8,amazon_com,monde
86,god's country,blake shelton,"https://images-na.ssl-images-amazon.com/images/i/91uolb1p1el._ac_ul300_sr300,200_.jpg",4.9,amazon_com,monde
87,you've got a friend in me ,randy newman,"https://images-na.ssl-images-amazon.com/images/i/81wqcwq4oml._ac_ul300_sr300,200_.jpg",4.8,amazon_com,monde
88,you make it feel like christmas ,gwen stefani & blake shelton,"https://images-na.ssl-images-amazon.com/images/i/719cgyoxw5l._ac_ul300_sr300,200_.jpg",4.9,amazon_com,monde
89,nobody but you ,blake shelton,"https://images-na.ssl-images-amazon.com/images/i/91malcxypll._ac_ul300_sr300,200_.jpg",4.8,amazon_com,monde
90,34+35 ,ariana grande,"https://images-na.ssl-images-amazon.com/images/i/710qfgnyadl._ac_ul300_sr300,200_.jpg",4.8,amazon_com,monde
91,christmas tree ,v,"https://images-na.ssl-images-amazon.com/images/i/91eig9esv8l._ac_ul300_sr300,200_.jpg",4.8,amazon_com,monde
92,less like me,zach williams,"https://images-na.ssl-images-amazon.com/images/i/819xjozcpml._ac_ul300_sr300,200_.jpg",4.9,amazon_com,monde
93,back in black,ac/dc,"https://images-na.ssl-images-amazon.com/images/i/51kona6ez+l._ac_ul300_sr300,200_.jpg",4.8,amazon_com,monde
94,all of me,john legend,"https://images-na.ssl-images-amazon.com/images/i/61lej+smxzl._ac_ul300_sr300,200_.jpg",4.7,amazon_com,monde
95,lose ,ksi & lil wayne,"https://images-na.ssl-images-amazon.com/images/i/81vtutz8bvl._ac_ul300_sr300,200_.jpg",5.0,amazon_com,monde
96,uptown funk ,mark ronson & bruno mars,"https://images-na.ssl-images-amazon.com/images/i/71azum4cy1l._ac_ul300_sr300,200_.jpg",4.8,amazon_com,monde
97,therefore i am,billie eilish,"https://images-na.ssl-images-amazon.com/images/i/717lctxmqll._ac_ul300_sr300,200_.jpg",4.9,amazon_com,monde
98,holy ,justin bieber,"https://images-na.ssl-images-amazon.com/images/i/71z1cb2pfol._ac_ul300_sr300,200_.jpg",4.8,amazon_com,monde
1,levitating,dua lipa,https://charts-static.billboard.com/img/2020/04/dua-lipa-eqf-levitating-tr9-180x180.jpg,nan,billboard,monde
2,save your tears,the weeknd & ariana grande,https://charts-static.billboard.com/img/2020/12/the-weeknd-xmx-save-your-tears-e5b-180x180.jpg,nan,billboard,monde
3,blinding lights,the weeknd,https://charts-static.billboard.com/img/2019/12/the-weeknd-xmx-blinding-lights-q48-180x180.jpg,nan,billboard,monde
4,drivers license,olivia rodrigo,https://charts-static.billboard.com/img/2021/01/olivia-rodrigo-3wl-drivers-license-w08-180x180.jpg,nan,billboard,monde
5,dynamite,bts,https://charts-static.billboard.com/img/2020/09/bts-hm9-dynamite-zg6-180x180.jpg,nan,billboard,monde
6,dakiti,bad bunny & jhay cortez,https://charts-static.billboard.com/img/2020/11/bad-bunny-c3m-dakiti-wxy-180x180.jpg,nan,billboard,monde
7,montero ,lil nas &,https://charts-static.billboard.com/img/2021/04/lil-nas-x-qv4-montero-call-me-by-your-name-2lw-180x180.jpg,nan,billboard,monde
8,stay,the kid laroi & justin bieber,https://charts-static.billboard.com/img/2021/07/the-kid-laroi-qev-stay-vsd-180x180.jpg,nan,billboard,monde
9,good 4 u,olivia rodrigo,https://charts-static.billboard.com/img/2021/05/olivia-rodrigo-3wl-good-4-u-ysx-180x180.jpg,nan,billboard,monde
10,mood,24kgoldn & iann dior,https://charts-static.billboard.com/img/2020/08/24kgoldn-hvh-mood-agm-180x180.jpg,nan,billboard,monde
11,peaches,justin bieber & daniel caesar & giveon,https://charts-static.billboard.com/img/2021/04/justin-bieber-f8k-peaches-sl5-180x180.jpg,nan,billboard,monde
12,butter,bts,https://charts-static.billboard.com/img/2021/06/bts-hm9-butter-45t-180x180.jpg,nan,billboard,monde
13,kiss me more,doja cat & sza,https://charts-static.billboard.com/img/2021/04/doja-cat-lm6-kiss-me-more-3fc-180x180.jpg,nan,billboard,monde
14,astronaut in the ocean,masked wolf,https://charts-static.billboard.com/img/2020/11/masked-wolf-voi-astronaut-in-the-ocean-4ou-180x180.jpg,nan,billboard,monde
15,bad habits,ed sheeran,https://charts-static.billboard.com/img/2021/07/ed-sheeran-w3r-bad-habits-i7l-180x180.jpg,nan,billboard,monde
16,leave the door open,silk sonic (bruno mars & anderson .paak),https://charts-static.billboard.com/img/2021/03/silk-sonic-bruno-mars-and-anderson-paak-qd5-leave-the-door-open-ife-180x180.jpg,nan,billboard,monde
17,heat waves,glass animals,https://charts-static.billboard.com/img/2020/07/glass-animals-rtd-heat-waves-1lv-180x180.jpg,nan,billboard,monde
18,without you,the kid laroi,https://charts-static.billboard.com/img/2020/11/the-kid-laroi-qev-without-you-mqd-180x180.jpg,nan,billboard,monde
19,positions,ariana grande,https://charts-static.billboard.com/img/2020/11/ariana-grande-da0-positions-7tu-180x180.jpg,nan,billboard,monde
20,the business,tiesto,https://charts-static.billboard.com/img/2020/10/tiesto-e64-the-business-6nk-180x180.jpg,nan,billboard,monde
21,34+35,ariana grande,https://charts-static.billboard.com/img/2020/11/ariana-grande-da0-34-35-9yx-180x180.jpg,nan,billboard,monde
22,dance monkey,tones and i,https://charts-static.billboard.com/img/2019/08/tones-and-i-e1q-dance-monkey-pbf-180x180.jpg,nan,billboard,monde
23,watermelon sugar,harry styles,https://charts-static.billboard.com/img/2019/11/harry-styles-6jk-watermelonsugar-w6n-180x180.jpg,nan,billboard,monde
24,hawai,maluma,https://charts-static.billboard.com/img/2020/08/maluma-xt7-hawai-vy6-180x180.jpg,nan,billboard,monde
25,beggin',maneskin,https://charts-static.billboard.com/img/2017/12/maneskin-ews-180x180.jpg,nan,billboard,monde
26,industry baby,lil nas & & jack harlow,https://charts-static.billboard.com/img/2021/08/lil-nas-x-qv4-industry-baby-bw6-180x180.jpg,nan,billboard,monde
27,deja vu,olivia rodrigo,https://charts-static.billboard.com/img/2021/04/olivia-rodrigo-3wl-deja-vu-q3u-180x180.jpg,nan,billboard,monde
28,someone you loved,lewis capaldi,https://charts-static.billboard.com/img/2019/02/lewis-capaldi-s2h-180x180.jpg,nan,billboard,monde
29,perfect,ed sheeran,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg,nan,billboard,monde
30,don't start now,dua lipa,https://charts-static.billboard.com/img/2015/11/dua-lipa-5k0-180x180.jpg,nan,billboard,monde
31,lemonade,intern& money & gunna & don toliver & nav,https://charts-static.billboard.com/img/2019/10/internet-money-vaq-180x180.jpg,nan,billboard,monde
32,goosebumps,travis scott & hvme,https://charts-static.billboard.com/img/2020/12/travis-scott-z9o-goosebumps-7u2-180x180.jpg,nan,billboard,monde
33,todo de ti,rauw alejandro,https://charts-static.billboard.com/img/2021/06/rauwalejandro-37g-tododeti-5i7-180x180.jpg,nan,billboard,monde
34,you broke me first.,tate mcrae,https://charts-static.billboard.com/img/2020/08/tatemcrae-rxu-youbrokemefirst-int-180x180.jpg,nan,billboard,monde
35,roses,saint jhn,https://charts-static.billboard.com/img/2020/03/saint-jhn-y2f-roses-h0w-180x180.jpg,nan,billboard,monde
36,streets,doja cat,https://charts-static.billboard.com/img/2018/04/doja-cat-lm6-180x180.jpg,nan,billboard,monde
37,savage love ,jawsh 685 & jason derulo,https://charts-static.billboard.com/img/2020/06/jawsh-685-000-savage-love-laxed-siren-beat-ii1-180x180.jpg,nan,billboard,monde
38,head & heart,joel corry & mnek,https://charts-static.billboard.com/img/2020/07/joel-corry-000-head-and-heart-aga-180x180.jpg,nan,billboard,monde
39,heartbreak anniversary,giveon,https://charts-static.billboard.com/img/2021/02/giveon-k6h-heartbreak-anniversary-4n9-180x180.jpg,nan,billboard,monde
40,for the night,pop smoke & lil baby & dababy,https://charts-static.billboard.com/img/2019/08/pop-smoke-2yd-180x180.jpg,nan,billboard,monde
41,sunflower ,post malone & swae lee,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg,nan,billboard,monde
42,wap,cardi b & megan thee stallion,https://charts-static.billboard.com/img/2020/08/cardi-b-7bz-wap-8b4-180x180.jpg,nan,billboard,monde
43,yonaguni,bad bunny,https://charts-static.billboard.com/img/2021/06/bad-bunny-c3m-yonaguni-zqi-180x180.jpg,nan,billboard,monde
44,shape of you,ed sheeran,https://charts-static.billboard.com/img/2017/01/ed-sheeran-w3r-shape-of-you-0ej-180x180.jpg,nan,billboard,monde
45,la noche de anoche,bad bunny & rosalia,https://charts-static.billboard.com/img/2016/10/bad-bunny-c3m-180x180.jpg,nan,billboard,monde
46,rockstar,dababy & roddy ricch,https://charts-static.billboard.com/img/2017/01/dababy-sfn-180x180.jpg,nan,billboard,monde
47,rapstar,polo g,https://charts-static.billboard.com/img/2021/04/polo-g-n1o-rapstar-qed-180x180.jpg,nan,billboard,monde
48,baby shark,pinkfong,https://charts-static.billboard.com/img/2018/07/pinkfong-2rz-180x180.jpg,nan,billboard,monde
49,friday,riton & nightcrawlers & mufasa & hypeman,https://charts-static.billboard.com/img/2021/02/riton-000-friday-7o2-180x180.jpg,nan,billboard,monde
50,fiel,"los legendarios, wisin & jhay cortez",https://charts-static.billboard.com/img/2020/10/los-legendarios-myk-180x180.jpg,nan,billboard,monde
51,what you know bout love,pop smoke,https://charts-static.billboard.com/img/2019/08/pop-smoke-2yd-180x180.jpg,nan,billboard,monde
52,whoopty,cj,https://charts-static.billboard.com/img/2020/11/cj-1ly-whoopty-ywg-180x180.jpg,nan,billboard,monde
53,believer,imagine dragons,https://charts-static.billboard.com/img/2017/02/imagine-dragons-ud7-believer-hmi-180x180.jpg,nan,billboard,monde
54,up,cardi b,https://charts-static.billboard.com/img/2021/02/cardi-b-7bz-up-bc2-180x180.jpg,nan,billboard,monde
55,yoru ni kakeru,yoasobi,https://charts-static.billboard.com/img/2020/09/yoasobi-i3g-yoru-ni-kakeru-tq6-180x180.jpg,nan,billboard,monde
56,therefore i am,billie eilish,https://charts-static.billboard.com/img/2020/11/billie-eilish-lrt-therefore-i-am-ctw-180x180.jpg,nan,billboard,monde
57,am,nio garcia & j balvin & bad bunny,https://charts-static.billboard.com/img/2021/04/nio-garcia-hk8-am-sfu-180x180.jpg,nan,billboard,monde
58,bad guy,billie eilish,https://charts-static.billboard.com/img/2019/04/billie-eilish-lrt-bad-guy-vul-180x180.jpg,nan,billboard,monde
59,traitor,olivia rodrigo,https://charts-static.billboard.com/img/2019/11/olivia-rodrigo-3wl-180x180.jpg,nan,billboard,monde
60,before you go,lewis capaldi,https://charts-static.billboard.com/img/2017/04/lewis-capaldi-s2h-180x180.jpg,nan,billboard,monde
61,circles,post malone,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg,nan,billboard,monde
62,bichota,karol g,https://charts-static.billboard.com/img/2020/11/karol-g-tb3-bichota-jzo-180x180.jpg,nan,billboard,monde
63,shallow,lady gaga & bradley cooper,https://charts-static.billboard.com/img/2008/04/lady-gaga-b8x-180x180.jpg,nan,billboard,monde
64,dreams,fle&wood mac,https://charts-static.billboard.com/img/2011/05/fleetwood-mac-fe3-dreams-jvb-180x180.jpg,nan,billboard,monde
65,sweater weather,the neighbourhood,https://charts-static.billboard.com/img/2013/03/the-neighbourhood-ro9-180x180.jpg,nan,billboard,monde
66,wellerman,nathan evans,https://charts-static.billboard.com/img/2021/02/nathan-evans-000-wellerman-w2e-180x180.jpg,nan,billboard,monde
67,whats poppin,"jack harlow & dababy, tory lanez & lil wayne",https://charts-static.billboard.com/img/2020/06/jackharlow-i43-whatspoppin-q71-180x180.jpg,nan,billboard,monde
68,need to know,doja cat,https://charts-static.billboard.com/img/2021/06/doja-cat-lm6-need-to-know-9r2-180x180.jpg,nan,billboard,monde
69,lovely,billie eilish & khalid,https://charts-static.billboard.com/img/2018/05/billie-eilish-lrt-lovely-hww-180x180.jpg,nan,billboard,monde
70,pepas,farruko,https://charts-static.billboard.com/img/2021/07/farruko-lo8-pepas-ymw-180x180.jpg,nan,billboard,monde
71,permission to dance,bts,https://charts-static.billboard.com/img/2021/07/bts-hm9-permission-to-dance-17f-180x180.jpg,nan,billboard,monde
72,beautiful mistakes,maroon 5 & megan thee stallion,https://charts-static.billboard.com/img/2021/03/maroon-5-kks-beautiful-mistakes-eyo-180x180.jpg,nan,billboard,monde
73,bandido,myke towers & juhn,https://charts-static.billboard.com/img/2021/01/myke-towers-g1s-bandido-czh-180x180.jpg,nan,billboard,monde
74,old town road,lil nas & & billy ray cyrus,https://charts-static.billboard.com/img/2019/01/lil-nas-x-qv4-180x180.jpg,nan,billboard,monde
75,calling my phone,lil tjay & 6lack,https://charts-static.billboard.com/img/2021/02/lil-tjay-gqk-calling-my-phone-7y8-180x180.jpg,nan,billboard,monde
76,i wanna be your slave,maneskin,https://charts-static.billboard.com/img/2021/06/maneskin-ews-i-wanna-be-your-slave-7ws-180x180.jpg,nan,billboard,monde
77,wants and needs,drake & lil baby,https://charts-static.billboard.com/img/2021/03/drake-04g-wantsandneeds-sfa-180x180.jpg,nan,billboard,monde
78,good days,sza,https://charts-static.billboard.com/img/2021/01/sza-mhq-good-days-yue-180x180.jpg,nan,billboard,monde
79,memories,maroon 5,https://charts-static.billboard.com/img/2019/10/maroon-5-9st-180x180.jpg,nan,billboard,monde
80,senorita,shawn mendes & camila cabello,https://charts-static.billboard.com/img/2014/07/shawn-mendes-pz2-180x180.jpg,nan,billboard,monde
81,telepatia,kali uchis,https://charts-static.billboard.com/img/2015/07/kali-uchis-dp2-180x180.jpg,nan,billboard,monde
82,happier than ever,billie eilish,https://charts-static.billboard.com/img/2021/08/billie-eilish-lrt-happier-than-ever-xd9-180x180.jpg,nan,billboard,monde
83,arcade,duncan laurence,https://charts-static.billboard.com/img/2021/02/duncan-laurence-030-arcade-ggy-180x180.jpg,nan,billboard,monde
84,la curiosidad,dj nelson presenta jay wheeler & myke towers,https://charts-static.billboard.com/img/2020/03/jay-wheeler-9ai-180x180.jpg,nan,billboard,monde
85,holy,justin bieber & chance the rapper,https://charts-static.billboard.com/img/2020/10/justin-bieber-f8k-holy-2uy-180x180.jpg,nan,billboard,monde
86,best friend,sawe&ie & doja cat,https://charts-static.billboard.com/img/2021/01/saweetie-plv-best-friend-tlw-180x180.jpg,nan,billboard,monde
87,bohemian rhapsody,queen,https://charts-static.billboard.com/img/2005/02/queen-m21-180x180.jpg,nan,billboard,monde
88,closer,the chainsmokers & halsey,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-39n-87x87.jpg,nan,billboard,monde
89,lonely,justin bieber & benny blanco,https://charts-static.billboard.com/img/2020/10/justin-bieber-f8k-lonely-m89-180x180.jpg,nan,billboard,monde
90,all i want for christmas is you,mariah carey,https://charts-static.billboard.com/img/2004/12/mariah-carey-tgq-180x180.jpg,nan,billboard,monde
91,all of me,john legend,https://charts-static.billboard.com/img/2004/04/john-legend-035-180x180.jpg,nan,billboard,monde
92,que mas pues?,j balvin & maria becerra,https://charts-static.billboard.com/img/2021/06/j-balvin-i5b-que-mas-pues-d8y-180x180.jpg,nan,billboard,monde
93,hold on,justin bieber,https://charts-static.billboard.com/img/2021/03/justin-bieber-f8k-hold-on-urq-180x180.jpg,nan,billboard,monde
94,despacito,luis fonsi & daddy yankee & justin bieber,https://charts-static.billboard.com/img/2017/02/luis-fonsi-nni-despacito-80r-180x180.jpg,nan,billboard,monde
95,goosebumps,travis scott,https://charts-static.billboard.com/img/2016/10/travis-scott-jll-180x180.jpg,nan,billboard,monde
96,pareja del ano,sebastian yatra & myke towers,https://charts-static.billboard.com/img/2021/05/sebastian-yatra-q66-pareja-del-ano-sly-180x180.jpg,nan,billboard,monde
